"Wavelength, µm","n","k"
0.381514,2.39671
0.382938,,2.8874
0.395877,,3.08416
0.405058,3.0524
0.413525,,3.13992
0.420636,3.40763
0.43823,,3.13448
0.444958,4.12678
0.450287,,3.03662
0.461636,4.64557
0.462177,,2.74243
0.476379,4.9188
0.479851,,2.13547
0.49361,4.85572
0.501985,,1.5531
0.518094,4.57462
0.523979,,1.20383
0.549173,,1.09384
0.565865,4.1213
0.583042,,1.13732
0.598976,4.04021
0.611299,,1.27883
0.62965,4.19537
0.634165,,1.32207
0.658836,,1.24875
0.663614,4.46871
0.698508,4.50563
0.702218,,0.930205
0.733987,4.43343
0.765774,,0.605646
0.884671,4.17153
0.889147,,0.428648
